season,week,team,opponent,home_away,time_avg_lead
2018,12,ARI,LAC,away,-12.71111111111111
2018,13,ARI,GB,away,0.13722222222222222
2018,14,ARI,DET,home,-4.178888888888889
2018,15,ARI,ATL,away,-15.160833333333333
2018,16,ARI,LA,home,-9.926666666666666
2018,17,ARI,SEA,away,-2.4097222222222223
2018,1,ATL,PHI,away,0.6775
2018,2,ATL,CAR,home,4.832777777777777
2018,3,ATL,NO,home,-0.19583333333333333
2018,4,ATL,CIN,home,-0.2897222222222222
2018,5,ATL,PIT,away,-8.579444444444444
2018,6,ATL,TB,home,6.174722222222222
2018,7,ATL,NYG,home,4.363611111111111
2018,8,ATL,NA,NA,NA
2018,9,ATL,WAS,away,12.3925
2018,10,ATL,CLE,away,-8.509166666666667
2018,11,ATL,DAL,home,-1.0286111111111111
2018,12,ATL,NO,away,-11.582222222222223
2018,13,ATL,BAL,home,-2.4908333333333332
2018,14,ATL,GB,away,-11.151111111111112
2018,15,ATL,ARI,home,15.160833333333333
2018,16,ATL,CAR,away,4.949722222222222
2018,17,ATL,TB,away,-3.3505555555555557
2018,1,BAL,BUF,home,24.490555555555556
2018,2,BAL,CIN,away,-11.316666666666666
2018,3,BAL,DEN,home,4.670833333333333
2018,4,BAL,PIT,away,6.1113888888888885
2018,5,BAL,CLE,away,-0.6725
2018,6,BAL,TEN,away,12.984166666666667
2018,7,BAL,NO,home,1.6347222222222222
2018,8,BAL,CAR,away,-9.831388888888888
2018,9,BAL,PIT,home,-5.739444444444445
2018,10,BAL,NA,NA,NA
2018,11,BAL,CIN,home,1.2133333333333334
2018,12,BAL,LV,home,3.8383333333333334
2018,13,BAL,ATL,away,2.4908333333333332
2018,14,BAL,KC,away,-1.396388888888889
2018,15,BAL,TB,home,2.2419444444444445
2018,16,BAL,LAC,away,4.215833333333333
2018,17,BAL,CLE,home,6.533333333333333
2018,1,BUF,BAL,away,-24.490555555555556
2018,2,BUF,LAC,home,-13.950555555555555
2018,3,BUF,MIN,away,21.361666666666668
2018,4,BUF,GB,away,-12.748055555555556
2018,5,BUF,TEN,home,2.5733333333333333
2018,6,BUF,HOU,away,-4.3375
2018,7,BUF,IND,away,-15.2975
2018,8,BUF,NE,home,-6.22
2018,9,BUF,CHI,home,-17.409166666666668
2018,10,BUF,NYJ,away,20.609444444444446
2018,11,BUF,NA,NA,NA
2018,12,BUF,JAX,home,4.225
2018,13,BUF,MIA,away,-4.001111111111111
2018,14,BUF,NYJ,home,4.746111111111111
2018,15,BUF,DET,home,-2.3569444444444443
2018,16,BUF,NE,away,-10.7525
2018,17,BUF,MIA,home,12.303333333333333
2018,1,CAR,DAL,home,6.2780555555555555
2018,2,CAR,ATL,away,-4.832777777777777
2018,3,CAR,CIN,home,4.25
2018,4,CAR,NA,NA,NA
2018,5,CAR,NYG,home,5.2027777777777775
2018,6,CAR,WAS,away,-9.1875
2018,7,CAR,PHI,away,-6.727777777777778
2018,8,CAR,BAL,home,9.831388888888888
2018,9,CAR,TB,home,13.623055555555556
2018,10,CAR,PIT,away,-19.59888888888889
2018,11,CAR,DET,away,-1.228611111111111
2018,12,CAR,SEA,home,1.5075
2018,13,CAR,TB,away,-6.052222222222222
2018,14,CAR,CLE,away,0.35944444444444446
2018,15,CAR,NO,home,0.5472222222222223
2018,16,CAR,ATL,home,-4.949722222222222
2018,17,CAR,NO,away,17.002222222222223
2018,1,CHI,GB,away,9.36111111111111
2018,2,CHI,SEA,home,7.1113888888888885
2018,3,CHI,ARI,away,-7.035
2018,4,CHI,TB,home,26.775
2018,5,CHI,NA,NA,NA
2018,6,CHI,MIA,away,-0.43666666666666665
2018,7,CHI,NE,home,-3.625277777777778
2018,8,CHI,NYJ,home,6.6722222222222225
2018,9,CHI,BUF,away,17.409166666666668
2018,10,CHI,DET,home,15.329166666666667
2018,11,CHI,MIN,home,8.1075
2018,12,CHI,DET,away,0.46944444444444444
2018,13,CHI,NYG,away,-3.866388888888889
2018,14,CHI,LA,home,3.8344444444444443
2018,15,CHI,GB,home,4.944444444444445
2018,16,CHI,SF,away,0.6275
2018,17,CHI,MIN,away,7.976111111111111
2018,1,CIN,IND,away,-2.908333333333333
2018,2,CIN,BAL,home,11.316666666666666
2018,3,CIN,CAR,away,-4.25
2018,4,CIN,ATL,away,0.2897222222222222
2018,5,CIN,MIA,home,-4.5311111111111115
2018,6,CIN,PIT,home,-0.6572222222222223
2018,7,CIN,KC,away,-18.738333333333333
2018,8,CIN,TB,home,9.88
2018,9,CIN,NA,NA,NA
2018,10,CIN,NO,home,-20.5875
2018,11,CIN,BAL,away,-1.2133333333333334
2018,12,CIN,CLE,home,-16.738055555555555
2018,13,CIN,DEN,home,-5.902777777777778
2018,14,CIN,LAC,away,-6.76
2018,15,CIN,LV,home,8.593333333333334
2018,16,CIN,CLE,away,-10.932777777777778
2018,17,CIN,PIT,away,2.6805555555555554
2018,1,CLE,PIT,home,-5.879444444444444
2018,2,CLE,NO,away,2.8022222222222224
2018,3,CLE,NYJ,home,-5.236944444444444
2018,4,CLE,LV,away,1.8394444444444444
2018,5,CLE,BAL,home,0.6725
2018,6,CLE,LAC,home,-14.516666666666667
2018,7,CLE,TB,away,-6.315555555555555
2018,8,CLE,PIT,away,-4.982777777777778
2018,9,CLE,KC,home,-10.157222222222222
2018,10,CLE,ATL,home,8.509166666666667
2018,11,CLE,NA,NA,NA
2018,12,CLE,CIN,away,16.738055555555555
2018,13,CLE,HOU,away,-13.682777777777778
2018,14,CLE,CAR,home,-0.35944444444444446
2018,15,CLE,DEN,away,1.1375
2018,16,CLE,CIN,home,10.932777777777778
2018,17,CLE,BAL,away,-6.533333333333333
2018,1,DAL,CAR,away,-6.2780555555555555
2018,2,DAL,NYG,home,10.192222222222222
2018,3,DAL,SEA,away,-7.799166666666666
2018,4,DAL,DET,home,1.7275
2018,5,DAL,HOU,away,0.25666666666666665
2018,6,DAL,JAX,home,17.781111111111112
2018,7,DAL,WAS,away,-4.581111111111111
2018,8,DAL,NA,NA,NA
2018,9,DAL,TEN,home,-2.0430555555555556
2018,10,DAL,PHI,away,3.8991666666666664
2018,11,DAL,ATL,away,1.0286111111111111
2018,12,DAL,WAS,home,6.078888888888889
2018,13,DAL,NO,home,6.496111111111111
2018,14,DAL,PHI,home,3.051388888888889
2018,15,DAL,IND,away,-11.745555555555555
2018,16,DAL,TB,home,7.495277777777778
2018,17,DAL,NYG,away,2.9983333333333335
2018,1,DEN,SEA,home,1.9461111111111111
2018,2,DEN,LV,home,-5.86
2018,3,DEN,BAL,away,-4.670833333333333
2018,4,DEN,KC,home,1.8958333333333333
2018,5,DEN,NYJ,away,-7.416111111111111
2018,6,DEN,LA,home,-7.905277777777778
2018,7,DEN,ARI,away,24.638055555555557
2018,8,DEN,KC,away,-4.1497222222222225
2018,9,DEN,HOU,home,-3.757222222222222
2018,10,DEN,NA,NA,NA
2018,11,DEN,LAC,away,-3.3594444444444442
2018,12,DEN,PIT,home,1.6458333333333333
2018,13,DEN,CIN,away,5.902777777777778
2018,14,DEN,SF,away,-10.189166666666667
2018,15,DEN,CLE,home,-1.1375
2018,16,DEN,LV,away,-10.92
2018,17,DEN,LAC,home,-4.8597222222222225
2018,1,DET,NYJ,home,-11.036111111111111
2018,2,DET,SF,away,-5.288611111111111
2018,3,DET,NE,home,7.9366666666666665
2018,4,DET,DAL,away,-1.7275
2018,5,DET,GB,home,13.31638888888889
2018,6,DET,NA,NA,NA
2018,7,DET,MIA,away,8.019722222222223
2018,8,DET,SEA,home,-8.868055555555555
2018,9,DET,MIN,away,-8.68361111111111
2018,10,DET,CHI,away,-15.329166666666667
2018,11,DET,CAR,home,1.228611111111111
2018,12,DET,CHI,home,-0.46944444444444444
2018,13,DET,LA,home,-4.304444444444444
2018,14,DET,ARI,away,4.178888888888889
2018,15,DET,BUF,away,2.3569444444444443
2018,16,DET,MIN,home,-3.8025
2018,17,DET,GB,away,15.705833333333333
2018,1,GB,CHI,home,-9.36111111111111
2018,2,GB,MIN,home,6.029166666666667
2018,3,GB,WAS,away,-11.348333333333333
2018,4,GB,BUF,home,12.748055555555556
2018,5,GB,DET,away,-13.31638888888889
2018,6,GB,SF,home,-1.4541666666666666
2018,7,GB,NA,NA,NA
2018,8,GB,LA,away,2.4475
2018,9,GB,NE,away,-4.9238888888888885
2018,10,GB,MIA,home,9.830277777777777
2018,11,GB,SEA,away,4.4061111111111115
2018,12,GB,MIN,away,-1.8930555555555555
2018,13,GB,ARI,home,-0.13722222222222222
2018,14,GB,ATL,home,11.151111111111112
2018,15,GB,CHI,away,-4.944444444444445
2018,16,GB,NYJ,away,-6.554722222222222
2018,17,GB,DET,home,-15.705833333333333
2018,1,HOU,NE,away,-10.153333333333334
2018,2,HOU,TEN,away,-6.196666666666666
2018,3,HOU,NYG,home,-7.251944444444445
2018,4,HOU,IND,away,6.342222222222222
2018,5,HOU,DAL,home,-0.25666666666666665
2018,6,HOU,BUF,home,4.3375
2018,7,HOU,JAX,away,10.34
2018,8,HOU,MIA,home,7.3277777777777775
2018,9,HOU,DEN,away,3.757222222222222
2018,10,HOU,NA,NA,NA
2018,11,HOU,WAS,away,4.479444444444445
2018,12,HOU,TEN,home,8.430555555555555
2018,13,HOU,CLE,home,13.682777777777778
2018,14,HOU,IND,home,-3.3361111111111112
2018,15,HOU,NYJ,away,3.6397222222222223
2018,16,HOU,PHI,away,-2.7091666666666665
2018,17,HOU,JAX,home,9.413333333333334
2018,1,IND,CIN,home,2.908333333333333
2018,2,IND,WAS,away,7.775
2018,3,IND,PHI,away,-0.575
2018,4,IND,HOU,home,-6.342222222222222
2018,5,IND,NE,away,-11.893055555555556
2018,6,IND,NYJ,away,-5.735277777777778
2018,7,IND,BUF,home,15.2975
2018,8,IND,LV,away,1.3905555555555555
2018,9,IND,NA,NA,NA
2018,10,IND,JAX,home,7.260833333333333
2018,11,IND,TEN,home,17.986666666666668
2018,12,IND,MIA,home,-2.115
2018,13,IND,JAX,away,-2.1983333333333333
2018,14,IND,HOU,away,3.3361111111111112
2018,15,IND,DAL,home,11.745555555555555
2018,16,IND,NYG,home,-7.324722222222222
2018,17,IND,TEN,away,7.887222222222222
2018,1,JAX,NYG,away,3.7225
2018,2,JAX,NE,home,12.5075
2018,3,JAX,TEN,home,-1.4425
2018,4,JAX,NYJ,home,10.031666666666666
2018,5,JAX,KC,away,-13.492222222222223
2018,6,JAX,DAL,away,-17.781111111111112
2018,7,JAX,HOU,home,-10.34
2018,8,JAX,PHI,home,-2.1875
2018,9,JAX,NA,NA,NA
2018,10,JAX,IND,away,-7.260833333333333
2018,11,JAX,PIT,home,5.8133333333333335
2018,12,JAX,BUF,away,-4.225
2018,13,JAX,IND,home,2.1983333333333333
2018,14,JAX,TEN,away,-13.132222222222222
2018,15,JAX,WAS,home,1.6155555555555556
2018,16,JAX,MIA,away,0.8230555555555555
2018,17,JAX,HOU,away,-9.413333333333334
2018,1,KC,LAC,away,9.226666666666667
2018,2,KC,PIT,away,9.4875
2018,3,KC,SF,home,13.070277777777777
2018,4,KC,DEN,away,-1.8958333333333333
2018,5,KC,JAX,home,13.492222222222223
2018,6,KC,NE,away,-5.057777777777778
2018,7,KC,CIN,home,18.738333333333333
2018,8,KC,DEN,home,4.1497222222222225
2018,9,KC,CLE,away,10.157222222222222
2018,10,KC,ARI,home,7.767222222222222
2018,11,KC,LA,away,-4.352777777777778
2018,12,KC,NA,NA,NA
2018,13,KC,LV,away,9.750555555555556
2018,14,KC,BAL,home,1.396388888888889
2018,15,KC,LAC,home,8.312222222222223
2018,16,KC,SEA,away,-3.68
2018,17,KC,LV,home,20.099166666666665
2018,1,LA,LV,away,1.196388888888889
2018,2,LA,ARI,home,14.743333333333334
2018,3,LA,LAC,home,8.944444444444445
2018,4,LA,MIN,home,3.82
2018,5,LA,SEA,away,-0.9897222222222222
2018,6,LA,DEN,away,7.905277777777778
2018,7,LA,SF,away,15.574444444444444
2018,8,LA,GB,home,-2.4475
2018,9,LA,NO,away,-6.514444444444444
2018,10,LA,SEA,home,0.6686111111111112
2018,11,LA,KC,home,4.352777777777778
2018,12,LA,NA,NA,NA
2018,13,LA,DET,away,4.304444444444444
2018,14,LA,CHI,away,-3.8344444444444443
2018,15,LA,PHI,home,-4.661388888888889
2018,16,LA,ARI,away,9.926666666666666
2018,17,LA,SF,home,19.764722222222222
2018,1,LAC,KC,home,-9.226666666666667
2018,2,LAC,BUF,away,13.950555555555555
2018,3,LAC,LA,away,-8.944444444444445
2018,4,LAC,SF,home,-2.8041666666666667
2018,5,LAC,LV,home,9.762222222222222
2018,6,LAC,CLE,away,14.516666666666667
2018,7,LAC,TEN,home,4.887222222222222
2018,8,LAC,NA,NA,NA
2018,9,LAC,SEA,away,5.2186111111111115
2018,10,LAC,LV,away,5.798055555555556
2018,11,LAC,DEN,home,3.3594444444444442
2018,12,LAC,ARI,home,12.71111111111111
2018,13,LAC,PIT,away,-6.6691666666666665
2018,14,LAC,CIN,home,6.76
2018,15,LAC,KC,away,-8.312222222222223
2018,16,LAC,BAL,home,-4.215833333333333
2018,17,LAC,DEN,away,4.8597222222222225
2018,1,LV,LA,home,-1.196388888888889
2018,2,LV,DEN,away,5.86
2018,3,LV,MIA,away,2.7205555555555554
2018,4,LV,CLE,home,-1.8394444444444444
2018,5,LV,LAC,away,-9.762222222222222
2018,6,LV,SEA,home,-15.450555555555555
2018,7,LV,NA,NA,NA
2018,8,LV,IND,home,-1.3905555555555555
2018,9,LV,SF,away,-16.105555555555554
2018,10,LV,LAC,home,-5.798055555555556
2018,11,LV,ARI,away,1.375
2018,12,LV,BAL,away,-3.8383333333333334
2018,13,LV,KC,home,-9.750555555555556
2018,14,LV,PIT,home,0.2772222222222222
2018,15,LV,CIN,away,-8.593333333333334
2018,16,LV,DEN,home,10.92
2018,17,LV,KC,away,-20.099166666666665
2018,1,MIA,TEN,home,3.2119444444444443
2018,2,MIA,NYJ,away,8.96861111111111
2018,3,MIA,LV,home,-2.7205555555555554
2018,4,MIA,NE,away,-19.20722222222222
2018,5,MIA,CIN,away,4.5311111111111115
2018,6,MIA,CHI,home,0.43666666666666665
2018,7,MIA,DET,home,-8.019722222222223
2018,8,MIA,HOU,away,-7.3277777777777775
2018,9,MIA,NYJ,home,3.1483333333333334
2018,10,MIA,GB,away,-9.830277777777777
2018,11,MIA,NA,NA,NA
2018,12,MIA,IND,away,2.115
2018,13,MIA,BUF,home,4.001111111111111
2018,14,MIA,NE,home,-1.9522222222222223
2018,15,MIA,MIN,away,-12.559444444444445
2018,16,MIA,JAX,home,-0.8230555555555555
2018,17,MIA,BUF,away,-12.303333333333333
2018,1,MIN,SF,home,7.286388888888889
2018,2,MIN,GB,away,-6.029166666666667
2018,3,MIN,BUF,home,-21.361666666666668
2018,4,MIN,LA,away,-3.82
2018,5,MIN,PHI,away,6.553055555555556
2018,6,MIN,ARI,home,7.748333333333333
2018,7,MIN,NYJ,away,7.509166666666666
2018,8,MIN,NO,home,-5.677777777777778
2018,9,MIN,DET,home,8.68361111111111
2018,10,MIN,NA,NA,NA
2018,11,MIN,CHI,away,-8.1075
2018,12,MIN,GB,home,1.8930555555555555
2018,13,MIN,NE,away,-6.8597222222222225
2018,14,MIN,SEA,away,-3.4522222222222223
2018,15,MIN,MIA,home,12.559444444444445
2018,16,MIN,DET,away,3.8025
2018,17,MIN,CHI,home,-7.976111111111111
2018,1,NE,HOU,home,10.153333333333334
2018,2,NE,JAX,away,-12.5075
2018,3,NE,DET,away,-7.9366666666666665
2018,4,NE,MIA,home,19.20722222222222
2018,5,NE,IND,home,11.893055555555556
2018,6,NE,KC,home,5.057777777777778
2018,7,NE,CHI,away,3.625277777777778
2018,8,NE,BUF,away,6.22
2018,9,NE,GB,home,4.9238888888888885
2018,10,NE,TEN,away,-12.671666666666667
2018,11,NE,NA,NA,NA
2018,12,NE,NYJ,away,3.0394444444444444
2018,13,NE,MIN,home,6.8597222222222225
2018,14,NE,MIA,away,1.9522222222222223
2018,15,NE,PIT,away,-4.483055555555556
2018,16,NE,BUF,home,10.7525
2018,17,NE,NYJ,home,17.322222222222223
2018,1,NO,TB,home,-7.2975
2018,2,NO,CLE,home,-2.8022222222222224
2018,3,NO,ATL,away,0.19583333333333333
2018,4,NO,NYG,away,3.3730555555555557
2018,5,NO,WAS,home,15.073611111111111
2018,6,NO,NA,NA,NA
2018,7,NO,BAL,away,-1.6347222222222222
2018,8,NO,MIN,away,5.677777777777778
2018,9,NO,LA,home,6.514444444444444
2018,10,NO,CIN,away,20.5875
2018,11,NO,PHI,home,19.714444444444446
2018,12,NO,ATL,home,11.582222222222223
2018,13,NO,DAL,away,-6.496111111111111
2018,14,NO,TB,away,-3.4386111111111113
2018,15,NO,CAR,away,-0.5472222222222223
2018,16,NO,PIT,home,1.7963888888888888
2018,17,NO,CAR,home,-17.002222222222223
2018,1,NYG,JAX,home,-3.7225
2018,2,NYG,DAL,away,-10.192222222222222
2018,3,NYG,HOU,away,7.251944444444445
2018,4,NYG,NO,home,-3.3730555555555557
2018,5,NYG,CAR,away,-5.2027777777777775
2018,6,NYG,PHI,home,-14.32611111111111
2018,7,NYG,ATL,away,-4.363611111111111
2018,8,NYG,WAS,home,-5.655833333333334
2018,9,NYG,NA,NA,NA
2018,10,NYG,SF,away,-1.488888888888889
2018,11,NYG,TB,home,10.163611111111111
2018,12,NYG,PHI,away,5.855833333333333
2018,13,NYG,CHI,home,3.866388888888889
2018,14,NYG,WAS,away,20.898055555555555
2018,15,NYG,TEN,home,-7.861666666666666
2018,16,NYG,IND,away,7.324722222222222
2018,17,NYG,DAL,home,-2.9983333333333335
2018,1,NYJ,DET,away,11.036111111111111
2018,2,NYJ,MIA,home,-8.96861111111111
2018,3,NYJ,CLE,away,5.236944444444444
2018,4,NYJ,JAX,away,-10.031666666666666
2018,5,NYJ,DEN,home,7.416111111111111
2018,6,NYJ,IND,home,5.735277777777778
2018,7,NYJ,MIN,home,-7.509166666666666
2018,8,NYJ,CHI,away,-6.6722222222222225
2018,9,NYJ,MIA,away,-3.1483333333333334
2018,10,NYJ,BUF,home,-20.609444444444446
2018,11,NYJ,NA,NA,NA
2018,12,NYJ,NE,home,-3.0394444444444444
2018,13,NYJ,TEN,away,8.1175
2018,14,NYJ,BUF,away,-4.746111111111111
2018,15,NYJ,HOU,home,-3.6397222222222223
2018,16,NYJ,GB,home,6.554722222222222
2018,17,NYJ,NE,away,-17.322222222222223
2018,1,PHI,ATL,home,-0.6775
2018,2,PHI,TB,away,-10.732777777777779
2018,3,PHI,IND,home,0.575
2018,4,PHI,TEN,away,2.18
2018,5,PHI,MIN,home,-6.553055555555556
2018,6,PHI,NYG,away,14.32611111111111
2018,7,PHI,CAR,home,6.727777777777778
2018,8,PHI,JAX,away,2.1875
2018,9,PHI,NA,NA,NA
2018,10,PHI,DAL,home,-3.8991666666666664
2018,11,PHI,NO,away,-19.714444444444446
2018,12,PHI,NYG,home,-5.855833333333333
2018,13,PHI,WAS,home,4.266388888888889
2018,14,PHI,DAL,away,-3.051388888888889
2018,15,PHI,LA,away,4.661388888888889
2018,16,PHI,HOU,home,2.7091666666666665
2018,17,PHI,WAS,away,8.654722222222222
2018,1,PIT,CLE,away,5.879444444444444
2018,2,PIT,KC,home,-9.4875
2018,3,PIT,TB,away,8.550277777777778
2018,4,PIT,BAL,home,-6.1113888888888885
2018,5,PIT,ATL,home,8.579444444444444
2018,6,PIT,CIN,away,0.6572222222222223
2018,7,PIT,NA,NA,NA
2018,8,PIT,CLE,home,4.982777777777778
2018,9,PIT,BAL,away,5.739444444444445
2018,10,PIT,CAR,home,19.59888888888889
2018,11,PIT,JAX,away,-5.8133333333333335
2018,12,PIT,DEN,away,-1.6458333333333333
2018,13,PIT,LAC,home,6.6691666666666665
2018,14,PIT,LV,away,-0.2772222222222222
2018,15,PIT,NE,home,4.483055555555556
2018,16,PIT,NO,away,-1.7963888888888888
2018,17,PIT,CIN,home,-2.6805555555555554
2018,1,SEA,DEN,away,-1.9461111111111111
2018,2,SEA,CHI,away,-7.1113888888888885
2018,3,SEA,DAL,home,7.799166666666666
2018,4,SEA,ARI,away,1.8733333333333333
2018,5,SEA,LA,home,0.9897222222222222
2018,6,SEA,LV,away,15.450555555555555
2018,7,SEA,NA,NA,NA
2018,8,SEA,DET,away,8.868055555555555
2018,9,SEA,LAC,home,-5.2186111111111115
2018,10,SEA,LA,away,-0.6686111111111112
2018,11,SEA,GB,home,-4.4061111111111115
2018,12,SEA,CAR,away,-1.5075
2018,13,SEA,SF,home,13.378055555555555
2018,14,SEA,MIN,home,3.4522222222222223
2018,15,SEA,SF,away,-2.436111111111111
2018,16,SEA,KC,home,3.68
2018,17,SEA,ARI,home,2.4097222222222223
2018,1,SF,MIN,away,-7.286388888888889
2018,2,SF,DET,home,5.288611111111111
2018,3,SF,KC,away,-13.070277777777777
2018,4,SF,LAC,away,2.8041666666666667
2018,5,SF,ARI,home,-5.795833333333333
2018,6,SF,GB,away,1.4541666666666666
2018,7,SF,LA,home,-15.574444444444444
2018,8,SF,ARI,away,3.1533333333333333
2018,9,SF,LV,home,16.105555555555554
2018,10,SF,NYG,home,1.488888888888889
2018,11,SF,NA,NA,NA
2018,12,SF,TB,away,-8.65638888888889
2018,13,SF,SEA,away,-13.378055555555555
2018,14,SF,DEN,home,10.189166666666667
2018,15,SF,SEA,home,2.436111111111111
2018,16,SF,CHI,home,-0.6275
2018,17,SF,LA,away,-19.764722222222222
2018,1,TB,NO,away,7.2975
2018,2,TB,PHI,home,10.732777777777779
2018,3,TB,PIT,home,-8.550277777777778
2018,4,TB,CHI,away,-26.775
2018,5,TB,NA,NA,NA
2018,6,TB,ATL,away,-6.174722222222222
2018,7,TB,CLE,home,6.315555555555555
2018,8,TB,CIN,away,-9.88
2018,9,TB,CAR,away,-13.623055555555556
2018,10,TB,WAS,home,-4.443611111111111
2018,11,TB,NYG,away,-10.163611111111111
2018,12,TB,SF,home,8.65638888888889
2018,13,TB,CAR,home,6.052222222222222
2018,14,TB,NO,home,3.4386111111111113
2018,15,TB,BAL,away,-2.2419444444444445
2018,16,TB,DAL,away,-7.495277777777778
2018,17,TB,ATL,home,3.3505555555555557
2018,1,TEN,MIA,away,-3.2119444444444443
2018,2,TEN,HOU,home,6.196666666666666
2018,3,TEN,JAX,away,1.4425
2018,4,TEN,PHI,home,-2.18
2018,5,TEN,BUF,away,-2.5733333333333333
2018,6,TEN,BAL,home,-12.984166666666667
2018,7,TEN,LAC,away,-4.887222222222222
2018,8,TEN,NA,NA,NA
2018,9,TEN,DAL,away,2.0430555555555556
2018,10,TEN,NE,home,12.671666666666667
2018,11,TEN,IND,away,-17.986666666666668
2018,12,TEN,HOU,away,-8.430555555555555
2018,13,TEN,NYJ,home,-8.1175
2018,14,TEN,JAX,home,13.132222222222222
2018,15,TEN,NYG,away,7.861666666666666
2018,16,TEN,WAS,home,-0.44277777777777777
2018,17,TEN,IND,home,-7.887222222222222
2018,1,WAS,ARI,away,12.788333333333334
2018,2,WAS,IND,home,-7.775
2018,3,WAS,GB,home,11.348333333333333
2018,4,WAS,NA,NA,NA
2018,5,WAS,NO,away,-15.073611111111111
2018,6,WAS,CAR,home,9.1875
2018,7,WAS,DAL,home,4.581111111111111
2018,8,WAS,NYG,away,5.655833333333334
2018,9,WAS,ATL,home,-12.3925
2018,10,WAS,TB,away,4.443611111111111
2018,11,WAS,HOU,home,-4.479444444444445
2018,12,WAS,DAL,away,-6.078888888888889
2018,13,WAS,PHI,away,-4.266388888888889
2018,14,WAS,NYG,home,-20.898055555555555
2018,15,WAS,JAX,away,-1.6155555555555556
2018,16,WAS,TEN,away,0.44277777777777777
2018,17,WAS,PHI,home,-8.654722222222222
2019,1,ARI,DET,home,-8.925277777777778
2019,2,ARI,BAL,away,-6.351388888888889
2019,3,ARI,CAR,home,-3.882222222222222
2019,4,ARI,SEA,home,-11.402777777777779
2019,5,ARI,CIN,away,4.211666666666667
2019,6,ARI,ATL,home,4.810555555555555
2019,7,ARI,NYG,away,6.256111111111111
2019,8,ARI,NO,away,-6.144166666666667
2019,9,ARI,SF,home,-5.144722222222223
2019,10,ARI,TB,away,-0.7869444444444444
2019,11,ARI,SF,away,3.6375
2019,12,ARI,NA,NA,NA
2019,13,ARI,LA,home,-17.77138888888889
2019,14,ARI,PIT,home,-5.0872222222222225
2019,15,ARI,CLE,home,8.89
2019,16,ARI,SEA,away,6.106388888888889
2019,17,ARI,LA,away,-3.9741666666666666
2019,1,ATL,MIN,away,-17.684166666666666
2019,2,ATL,PHI,home,4.4275
2019,3,ATL,IND,away,-7.7683333333333335
2019,4,ATL,TEN,home,-10.422777777777778
2019,5,ATL,HOU,away,-4.926388888888889
2019,6,ATL,ARI,away,-4.810555555555555
2019,7,ATL,LA,home,-11.484166666666667
2019,8,ATL,SEA,home,-10.845833333333333
2019,9,ATL,NA,NA,NA
2019,10,ATL,NO,away,6.345555555555555
2019,11,ATL,CAR,away,15.585
2019,12,ATL,TB,home,-6.879722222222222
2019,13,ATL,NO,home,-7.909166666666667
2019,14,ATL,CAR,home,9.349166666666667
2019,15,ATL,SF,away,-2.0725
2019,16,ATL,JAX,home,12.014444444444445
2019,17,ATL,TB,away,0.10055555555555555
2019,1,BAL,MIA,away,30.651666666666667
2019,2,BAL,ARI,home,6.351388888888889
2019,3,BAL,KC,away,-6.931666666666667
2019,4,BAL,CLE,home,-7.007777777777778
2019,5,BAL,PIT,away,2.7319444444444443
2019,6,BAL,CIN,home,6.812777777777778
2019,7,BAL,SEA,away,2.7580555555555555
2019,8,BAL,NA,NA,NA
2019,9,BAL,NE,home,8.055555555555555
2019,10,BAL,CIN,away,22.209444444444443
2019,11,BAL,HOU,home,14.193333333333333
2019,12,BAL,LA,away,20.557222222222222
2019,13,BAL,SF,home,0.2569444444444444
2019,14,BAL,BUF,away,6.379166666666666
2019,15,BAL,NYJ,home,14.350277777777778
2019,16,BAL,CLE,away,4.9225
2019,17,BAL,PIT,home,5.262777777777778
2019,1,BUF,NYJ,away,-6.891944444444444
2019,2,BUF,NYG,away,7.704444444444444
2019,3,BUF,CIN,home,6.131666666666667
2019,4,BUF,NE,home,-7.4775
2019,5,BUF,TEN,away,2.3805555555555555
2019,6,BUF,NA,NA,NA
2019,7,BUF,MIA,home,0.4141666666666667
2019,8,BUF,PHI,home,-4.859444444444445
2019,9,BUF,WAS,home,8.463611111111112
2019,10,BUF,CLE,away,-2.3516666666666666
2019,11,BUF,MIA,away,10.70888888888889
2019,12,BUF,DEN,home,7.663055555555555
2019,13,BUF,DAL,away,4.512222222222222
2019,14,BUF,BAL,home,-6.379166666666666
2019,15,BUF,PIT,away,1.5830555555555557
2019,16,BUF,NE,away,-0.8483333333333334
2019,17,BUF,NYJ,home,-2.868611111111111
2019,1,CAR,LA,home,-6.170833333333333
2019,2,CAR,TB,home,-1.1636111111111112
2019,3,CAR,ARI,away,3.882222222222222
2019,4,CAR,HOU,away,2.112222222222222
2019,5,CAR,JAX,home,5.48
2019,6,CAR,TB,away,10.336388888888889
2019,7,CAR,NA,NA,NA
2019,8,CAR,SF,away,-18.811666666666667
2019,9,CAR,TEN,home,8.75388888888889
2019,10,CAR,GB,away,-4.675833333333333
2019,11,CAR,ATL,home,-15.585
2019,12,CAR,NO,away,-6.311944444444444
2019,13,CAR,WAS,home,1.8877777777777778
2019,14,CAR,ATL,away,-9.349166666666667
2019,15,CAR,SEA,home,-10.369722222222222
2019,16,CAR,IND,away,-16.216944444444444
2019,17,CAR,NO,home,-23.77138888888889
2019,1,CHI,GB,home,-2.848888888888889
2019,2,CHI,DEN,away,2.3408333333333333
2019,3,CHI,WAS,away,13.584444444444445
2019,4,CHI,MIN,home,9.661388888888888
